W...1,L...2,East,Heya...4,Shusshin...5,Birth Date...6,Hatsu...7,University...8,Height/Weight...9,High...10,Career...11,Career Record...12,Prev...13,Prev W...14,Prev L...15,Next...16,Next W...17,Next L...18,Rank,West,Heya...21,Shusshin...22,Birth Date...23,Hatsu...24,University...25,Height/Weight...26,High...27,Career...28,Career Record...29,Prev...30,Prev W...31,Prev L...32,W...33,L...34,Next...35,Next W...36,Next L...37
3,4,Okuniiwa (Okunidake),Oitekaze,Tokyo,18.09.1992,2010.11,NA,185 cm 128 kg,Sd95,Sd95,243-268/511,Jd31w,2,5,Jd81w,4,3,Jd62,Denzan (Migikataagari),Otake,Yamaguchi,08.06.1988,2004.03,NA,174 cm 150 kg,Ms29,Ms29,388-386-10/772,Jd33e,2,1,3,4,NA,NA,NA
3,4,Mogaminishiki,Kise,Yamagata,28.10.1982,2001.03,NA,180 cm 155 kg,Sd65,Sd65,408-499-10/905,Jd100w,4,3,Jd82e,3,4,Jd63,Kokuryunami,Tatsunami,Fukuoka,20.04.1995,2014.03,NA,178 cm 114 kg,Jd20,Jd20,165-178-21/343,Jd44e,3,4,4,3,Jd37e,3,4
2,5,Koga,Futagoyama,Mie,12.12.2005,2021.09,NA,176 cm 94 kg,Jd64,Jd64,23-44-3/67,Jd102e,4,3,Jd87e,0,7,Jd64,Fujinoteru,Onoe,Tokyo,24.08.1998,2014.03,NA,167 cm 87 kg,Jd26,Jd26,151-213-14/364,Jd44w,3,4,4,3,Jd37w,3,4
1,6,Azumayama,Tamanoi,Fukushima,10.06.1994,2010.05,NA,183 cm 122 kg,Jd60,Jd60,155-364-13/515,Jk1w,4,3,Jd92w,2,5,Jd65,Sadanojo,Sakaigawa,Chiba,05.01.2005,2020.03,NA,168 cm 128 kg,Jd64,Jd64,43-83/125,Jk2e,4,3,0,7,Jd108w,1,6
4,3,Zuitenryu (Mizuno),Sakaigawa,Gifu,02.12.2005,2021.03,NA,175 cm 127 kg,Jd5,Jd5,48-43/91,Jd45e,3,4,Jd39e,4,3,Jd66,Wakakaneko,Nishiiwa,Kochi,15.09.2004,2020.03,NA,173 cm 94 kg,Jd26,Jd26,53-41-32/94,Jk4w,4,3,5,2,Jd26e,0,0
4,3,Tochikasuga,Kasugano,Aichi,01.10.1983,1999.03,NA,177 cm 139 kg,Sd12,Sd12,481-518-2/997,Jd37e,2,5,Jd41e,2,5,Jd67,Okuyama,Hakkaku,Hokkaido,03.06.2003,2022.03,NA,179 cm 136 kg,Jd39,Jd39,17-18-7/34,Jd39e,2,5,3,4,Jd84e,4,3
4,3,Fubu,Musashigawa,Tokyo,28.07.1998,2014.05,NA,179 cm 102 kg,Jd37,Jd37,141-193-23/334,Jk10e,4,3,Jd41w,2,5,Jd68,Gonowaka,Takekuma,Saitama,15.11.2004,2022.11,NA,176 cm 111 kg,Jd68,Sd88,14-7/21,Jk12e,4,3,6,1,Sd88w,4,3
2,5,Tamatensho,Kataonami,Tokyo,14.05.2005,2021.05,NA,170 cm 103 kg,Jd23,Jd23,39-45/83,Jd51e,3,4,Jd90e,4,3,Jd69,Daishimatsu,Onomatsu,Chiba,07.05.2003,2022.03,NA,175 cm 176 kg,Jd24,Jd24,27-22/49,Jd51w,3,4,3,4,Jd85w,6,1
5,2,Kazeeidai,Oshiogawa,Saitama,05.07.2004,2022.11,NA,178 cm 110 kg,Jd70,Jd28,14-7/21,Jk13e,4,3,Jd28w,5,2,Jd70,Kosei,Minato,Niigata,02.02.2006,2022.11,NA,181 cm 115 kg,Jd70,Jd29,14-7/21,Jk15e,4,3,5,2,Jd29e,5,2
0,1,Higonoryu,Kise,Kumamoto,19.11.1985,2004.03,NA,173 cm 180 kg,Sd7,Sd7,362-423-6/784,Jd42e,2,5,Jk3e,4,3,Jd71,Gaia,Tatsunami,Mie,02.12.2005,2021.09,NA,174 cm 70 kg,Jd42,Jd31,34-36/70,Jd42w,2,5,5,2,Jd31e,4,3
4,3,Hatachijo,Yamahibiki,Miyazaki,19.03.1985,2003.03,NA,182 cm 151 kg,Sd66,Sd66,384-442-7/826,Jd34e,1,6,Jd42w,2,5,Jd72,Daitenshin,Onomatsu,Fukuoka,19.05.2005,2021.05,NA,171 cm 108 kg,Jd35,Jd35,34-50/83,Jd35e,1,6,3,4,Jd86e,3,4
3,4,Akinishiki,Asahiyama,Hiroshima,10.10.1999,2018.03,NA,167 cm 76 kg,Jd40,Jd40,91-119/210,Jd53w,3,4,Jd86w,3,4,Jd73,Hokutoyakumo,Hakkaku,Hokkaido,13.01.2004,2019.03,NA,177 cm 133 kg,Sd85,Sd85,73-70-18/142,Jd3e,0,0,0,0,NA,NA,NA
4,3,Maenofuji,Takadagawa,Chiba,07.08.1982,1998.11,NA,178 cm 129 kg,Ms53,Ms53,487-527-1/1013,Jd54w,3,4,Jd44e,4,3,Jd74,Kazunofuji,Isegahama,Ibaraki,14.10.2004,2020.03,NA,167 cm 93 kg,Jd27,Jd27,53-73/126,Jd46w,2,5,2,5,Jd92e,5,2
3,4,Wakaonehara,Nishiiwa,Tokyo,12.06.2003,2020.03,NA,167 cm 73 kg,Jd57,Jd57,47-52-20/98,Jd57e,3,4,Jd87w,5,2,Jd75,Satsumao,Shikihide,Kagoshima,26.07.2000,2016.07,NA,183 cm 120 kg,Jd31,Jd31,122-156-2/277,Jd58w,3,4,5,2,Jd32w,3,4
3,4,Chiyooume,Kokonoe,Tokyo,03.01.1986,2004.03,NA,173 cm 95 kg,Sd62,Sd62,332-383-55/715,Jd60e,3,4,Jd88e,3,4,Jd76,Sakura,Takadagawa,Osaka,17.10.1986,2003.05,NA,174 cm 121 kg,Jd5,Jd5,346-480/826,Jd65w,3,4,2,5,Jd93w,2,5
2,5,Shinzan,Takasago,Kanagawa,27.01.1982,1997.03,NA,185 cm 141 kg,Sd30,Sd30,505-573-7/1078,Jd48e,1,6,Jd94e,3,4,Jd77,Kinseiryu,Shibatayama,Yamaguchi,15.04.2001,2020.03,NA,177 cm 99 kg,Jd45,Jd45,46-73-7/118,Jd56e,2,5,3,4,Jd89e,4,3
3,4,Tsurunoumi,Shikoroyama,Osaka,07.02.2004,2019.03,NA,170 cm 72 kg,Jd56,Jd56,67-95-6/162,Jd56w,2,5,Jd89w,4,3,Jd78,Hokutoshin,Hakkaku,Nagano,10.11.2001,2017.03,NA,172 cm 130 kg,Jd29,Jd29,105-134-13/239,Jd66e,3,4,4,3,Jd48e,4,3
2,5,Watatani,Arashio,Ishikawa,07.07.1999,2015.05,NA,175 cm 92 kg,Jd36,Jd36,136-170-23/306,Jd53e,1,4,Jd96e,4,3,Jd79,Kotokiho (Kotomaeda),Sadogatake,Wakayama,15.11.2002,2018.03,NA,169 cm 96 kg,Jd7,Jd7,94-108-8/200,Jd68w,3,4,4,3,Jd48w,3,4
4,3,Dairinzan,Arashio,Aichi,17.09.2003,2022.03,NA,180 cm 135 kg,Jd28,Jd28,25-24/49,Jd71w,3,4,Jd50e,5,2,Jd80,Hirose,Arashio,Tokushima,18.10.1988,2009.09,NA,177 cm 142 kg,Sd61,Sd61,266-287-7/553,Jd72e,3,4,5,2,Jd35e,3,4
5,2,Takaarashi,Tagonoura,Saitama,28.12.2006,2022.03,NA,171 cm 105 kg,Jd54,Jd36,23-19-7/42,Jd72w,3,4,Jd36w,4,3,Jd81,Shoryudo,Shikihide,Aichi,29.04.1995,2014.07,NA,174 cm 115 kg,Jd51,Jd51,140-209-15/348,Jd62e,2,5,1,6,Jd99w,4,3
3,4,Nihonmatsu,Shikihide,Fukushima,09.12.1999,2017.03,NA,170 cm 99 kg,Jd37,Jd37,104-147-1/250,Jd74e,3,4,Jd90w,3,4,Jd82,Daitensho,Oitekaze,Aichi,11.01.2006,2021.05,NA,172 cm 103 kg,Jd64,Jd64,29-54-1/83,Jd64e,2,5,3,4,Jd91e,2,5
3,4,Asanoshima,Takasago,Kagoshima,09.10.1989,2005.03,NA,168 cm 140 kg,Sd98,Sd98,292-348-18/639,Jd78e,3,4,Jd93e,3,4,Jd83,Yamana (Wakayamana),Onoe,Hyogo,17.03.1998,2016.01,NA,163 cm 98 kg,Jd21,Jd21,130-157-14/287,Jd79e,3,4,4,3,Jd52w,3,4
4,3,Wakaikki,Hanaregoma,Fukuoka,16.04.1998,2014.03,NA,172 cm 123 kg,Jd23,Jd23,141-234-3/374,Jd69w,2,5,Jd53e,3,4,Jd84,Matsuzawa,Tagonoura,Saitama,14.06.2005,2021.03,NA,166 cm 69 kg,Jd70,Jd70,24-46-21/70,Jd70e,2,5,2,5,Jd97w,4,3
5,2,Matsugashima,Takadagawa,Shizuoka,19.09.2002,2018.03,NA,176 cm 117 kg,Jd21,Jd21,87-123/210,Jd81w,3,4,Jd39w,3,4,Jd85,Sakurai,Naruto,Ibaraki,15.03.1997,2019.05,Nippon Sport Science University,184 cm 122 kg,Ms57,Ms57,70-49-42/119,Jd15w,0,0,0,0,Jk3w,1,0
5,2,Mabuchi,Musashigawa,Gifu,19.12.2004,2020.07,NA,184 cm 154 kg,Jd19,Jd19,55-62-2/117,Jd82e,3,4,Jd40w,4,3,Jd86,Wakaarata,Nishiiwa,Osaka,16.11.2002,2018.03,NA,167 cm 116 kg,Jd67,Jd67,73-137/210,Jd67w,1,6,1,6,Jd101w,3,4
6,1,Takashoki,Tokiwayama,Aichi,09.12.2005,2021.03,NA,186 cm 127 kg,Sd62,Sd62,43-40-8/82,Jd82w,3,3,Jd11e,2,5,Jd87,Asashorei,Takasago,Aichi,23.12.2004,2020.03,NA,170 cm 91 kg,Jd48,Jd48,54-72/126,Jd83e,3,4,2,5,Jd99e,5,2
4,3,Najima,Minato,Kumamoto,18.04.2006,2022.03,NA,177 cm 67 kg,Jd71,Jd55,21-28/49,Jd86e,3,4,Jd55e,2,5,Jd88,Takeazuma,Tamanoi,Saitama,23.02.2001,2017.03,NA,171 cm 109 kg,Jd39,Jd39,97-147-8/243,Jd77w,2,5,3,4,Jd94w,5,2
5,2,Takemaru,Miyagino,Yamanashi,21.07.2001,2017.03,NA,165 cm 158 kg,Jd38,Jd38,100-123-22/223,Jd80e,2,5,Jd43e,2,5,Jd89,Chiyofuku,Kokonoe,Tochigi,02.09.2004,2020.07,NA,174 cm 148 kg,Jd66,Jd66,40-65-14/105,Jd81e,2,5,3,4,Jd95e,4,3
4,3,Asadoji,Takasago,Hyogo,31.03.2000,2015.03,NA,171 cm 88 kg,Jd23,Jd23,137-194-6/328,Jd74w,1,6,Jd56e,4,3,Jd90,Okuniyama,Asahiyama,Tokyo,18.09.1992,2008.03,NA,189 cm 148 kg,Sd79,Sd79,255-321-19/575,Jd92e,3,4,3,4,Jd95w,3,4
4,3,Naniwamusashi,Musashigawa,Osaka,13.02.2004,2019.03,NA,174 cm 90 kg,Jd31,Jd31,63-89-16/152,Jd93e,3,4,Jd57e,2,5,Jd91,Takabaho,Miyagino,Gunma,23.03.2003,2021.03,NA,167 cm 96 kg,Jd31,Jd31,35-49-7/84,Jd31e,0,7,4,3,Jd57w,3,4
3,4,Azumanami,Tamanoi,Fukushima,29.11.1984,2007.09,NA,173 cm 162 kg,Sd55,Sd55,270-307-60/575,Jd94e,3,4,Jd96w,4,3,Jd92,Tamanotora,Kataonami,Osaka,22.12.2005,2021.03,NA,173 cm 106 kg,Jd70,Jd70,33-58/90,Jd85w,2,5,2,5,Jd100e,3,4
2,5,Terunosato,Tagonoura,Ehime,27.01.1978,1993.03,NA,178 cm 167 kg,Sd23,Sd23,571-635-47/1202,Jd86w,2,5,Jd100w,1,6,Jd93,Sonoshun,Arashio,Kagoshima,18.11.2002,2021.03,NA,167 cm 75 kg,Jd56,Jd56,32-54-5/86,Jd96e,3,4,3,4,Jd97e,0,2
4,3,Wakasa,Dewanoumi,Hokkaido,16.10.2003,2022.03,NA,170 cm 82 kg,Jd82,Jd59,19-27-3/45,Jd96w,3,4,Jd59e,2,5,Jd94,Kotofuno,Sadogatake,Shimane,07.07.2006,2022.03,NA,171 cm 136 kg,Jd73,Jd73,18-24-7/42,Jd87w,2,5,1,0,Jd105e,4,3
4,3,Urutora,Shikihide,Tochigi,08.05.1989,2010.09,NA,166 cm 65 kg,Jd38,Jd38,154-217-63/371,Jd88e,2,5,Jd61e,3,4,Jd95,Minorufuji,Isegahama,Kanagawa,08.05.2002,2020.11,NA,173 cm 98 kg,Sd89,Sd89,49-42-14/91,Jd25e,0,0,0,0,Jk4e,5,2
3,4,Hokutosato,Hakkaku,Hiroshima,08.08.1992,2011.05,NA,179 cm 131 kg,Jd54,Jd54,166-325-6/491,Jd98e,3,4,Jd98e,3,4,Jd96,Sano,Dewanoumi,Fukuoka,13.06.2006,2022.03,NA,175 cm 131 kg,Jd96,Jd96,14-25-10/38,Jd102w,3,4,3,4,Jd98w,0,0
4,3,Nishikiori,Miyagino,Tokyo,16.07.2006,2022.03,NA,176 cm 120 kg,Jd82,Jd62,16-33/49,Jk2w,3,4,Jd62e,1,6,Jd97,Wakasei,Nishiiwa,Miyazaki,04.04.2003,2022.03,NA,177 cm 88 kg,Jd97,Jd97,16-34/50,Jk4e,3,4,2,5,Jd101e,3,4
4,3,Agazumazakura,Shikihide,Aichi,15.03.2005,2020.03,NA,167 cm 99 kg,Jd58,Jd58,40-83-3/121,Jd100e,2,5,Jd63w,1,6,Jd98,Hamasaki,Otake,Fukuoka,30.09.2000,2019.03,NA,177 cm 135 kg,Jd83,Jd47,37-69-13/106,Jd101e,2,5,5,2,Jd47e,1,6
4,3,Tsubakifuji,Isegahama,Gifu,11.01.1989,2004.03,NA,176 cm 134 kg,Sd58,Sd58,362-418-11/779,Jk7e,3,4,Jd64e,2,5,Jd99,Anzakura,Ajigawa,Aomori,26.02.2005,2022.11,NA,174 cm 93 kg,Jd99,Jd20,9-12/21,Jk14e,3,4,6,1,Jd20e,0,7
6,1,Kitanosho,Hanaregoma,Fukui,18.01.2003,2022.11,NA,190 cm 105 kg,Jd100,Jd21,13-8/21,Jk14w,3,4,Jd21e,4,3,Jd100,Shokeima,Kise,Tokyo,11.02.1997,2016.05,NA,168 cm 102 kg,Jd25,Jd25,107-146-20/251,Jk16e,3,4,5,2,Jd50w,2,5
4,3,Detachi,Miyagino,Osaka,06.07.2006,2022.03,NA,186 cm 130 kg,Jd81,Jd65,17-26-6/43,Jd99e,1,0,Jd65w,3,4,Jd101,Kyonosato,Isenoumi,Kyoto,26.09.1996,2015.03,NA,186 cm 166 kg,Jd65,Jd65,111-215-12/323,Jd99w,1,6,1,5,Jd105w,4,3
2,5,Moriurara,Otake,Chiba,16.06.1987,2003.05,NA,167 cm 136 kg,Jd56,Jd56,258-558-10/815,Jk3e,2,5,Jd106e,3,4,Jk1,Itakozakura (Itako),Shikihide,Ibaraki,02.10.1978,1994.03,NA,178 cm 139 kg,Jd19,Jd19,502-698-13/1198,Jk3w,2,5,1,7,Jk1e,3,3
3,4,Yamadaumi,Dewanoumi,Hyogo,15.02.2006,2022.05,NA,171 cm 108 kg,Jk1,Jd102,12-27-3/38,Jk1e,1,6,Jd102e,2,5,Jk2,Kanryu,Arashio,Tochigi,18.04.1992,2008.03,NA,178 cm 113 kg,Sd21,Sd21,289-303-31/592,Jk5w,1,0,4,3,Jd66e,4,3
1,6,Soga,Isenoumi,Iwate,25.07.2006,2022.03,NA,175 cm 92 kg,Jk3,Jk1,8-42/48,Jk6e,1,6,Jk1w,2,5,Jk3,Takatairiku,Tokiwayama,Gifu,01.07.2005,2021.03,NA,165 cm 94 kg,Jk3,Jd107,16-59-9/74,Jk6w,1,5,2,5,Jd107e,2,5
3,4,Wakayahara,Nishiiwa,Osaka,09.03.2005,2020.03,NA,168 cm 86 kg,Jd66,Jd66,40-62-24/101,Jk8w,1,0,Jd102w,3,4,Jk4,Nakaishi,Hanaregoma,Aichi,24.07.1998,2014.03,NA,183 cm 132 kg,Sd30,Sd30,151-148-79/299,Jk9e,1,0,1,0,Jk2e,1,0
1,6,Sawaisamu (Momochizakura),Shikihide,Tokyo,07.02.1977,1992.07,NA,169 cm 106 kg,Jd53,Jd53,393-789-24/1178,Jk15w,1,6,Jk2w,2,5,Jk5,Chiyotsurugi,Kokonoe,Chiba,18.06.2003,2019.07,NA,168 cm 90 kg,Jd38,Jd38,41-50-35/91,Jd38w,0,0,0,0,Mz,0,1
3,4,Fukuazuma,Tamanoi,Fukushima,24.11.1999,2015.05,NA,172 cm 141 kg,Sd70,Sd70,148-159-22/306,Jd40e,0,0,Jd103e,6,1,Jk6,Chiyotensho,Kokonoe,Aichi,06.12.2004,2020.07,NA,172 cm 95 kg,Jd47,Jd47,41-50-21/91,Jd47e,0,0,0,0,Mz,3,2
0,2,Oyamazakura,Shikihide,Ibaraki,15.08.2006,2022.03,NA,180 cm 115 kg,Jd47,Jd47,14-17-18/29,Jd47w,0,1,Jk4w,0,0,Jk7,Iitsuka,Tagonoura,Ibaraki,04.01.2001,2019.03,NA,172 cm 138 kg,Jd2,Jd2,74-73-21/147,Jd50e,0,0,4,3,Jd66w,5,2
3,4,Kirimaru,Michinoku,Aichi,05.04.1985,2001.03,NA,172 cm 157 kg,Jd20,Jd20,377-522-18/898,Jd64w,0,7,Jd103w,2,5,Jk8,Sachinofuji,Isegahama,Saitama,06.03.2006,2022.07,NA,168 cm 79 kg,Jd55,Jd55,14-8-13/22,Jd55e,0,0,3,4,Jd104e,5,2
3,4,Zuiko,Tatsunami,Okinawa,26.03.2002,2017.03,NA,173 cm 86 kg,Jd46,Jd46,97-140-8/237,Jd59e,0,0,Jd104w,0,0,Jk9,Kenho,Tokitsukaze,Miyagi,10.02.1989,2011.05,NA,180 cm 206 kg,Ms59,Ms59,212-198-80/403,Jd62w,0,0,4,3,Jd68w,4,3
0,1,Motokiyama,Tamanoi,Nagano,15.12.1991,2008.03,NA,171 cm 115 kg,Sd74,Sd74,277-319-27/595,Jd69e,0,0,Jk5e,4,3,Jk10,Yoshinofuji,Isegahama,Aomori,20.07.2001,2021.03,NA,170 cm 94 kg,Jd69,Jd69,26-48-10/74,Jd90e,0,6,0,0,Bg,0,0
0,0,Ryubumaru,Musashigawa,Gifu,11.07.1998,2014.05,NA,185 cm 151 kg,Sd66,Sd66,155-158-51/312,Jd101w,0,0,Bg,0,0,Jk11,Asahakuryu,Takasago,Mongolia,08.01.1999,2022.11,Takushoku University,181 cm 146 kg,Jk11,Jd13,13-1/14,Mz,3,0,7,0,Jd13w,6,1
5,2,Satorufuji,Isegahama,Shizuoka,29.05.2004,2023.01,NA,177 cm 161 kg,Jk12,Jd60,12-2/14,Mz,3,1,Jd60e,7,0,Jk12,Nagamura,Kise,Miyazaki,30.06.2004,2023.01,NA,172 cm 133 kg,Jk12,Jd69,10-4/14,Mz,3,0,4,3,Jd69e,6,1
6,1,Wakaikari,Isenoumi,Tokyo,22.02.2005,2023.01,NA,175 cm 109 kg,Jk13,Jd33,11-3/14,Mz,3,1,Jd33e,5,2,Jk13,Gonoumi,Takekuma,Shiga,19.05.2004,2023.01,NA,178 cm 128 kg,Jk13,Jd34,12-2/14,Mz,3,2,6,1,Jd34e,6,1
5,2,Kobayashi,Kasugano,Saitama,07.05.2004,2023.01,NA,177 cm 135 kg,Jk14,Jd63,10-4/14,Mz,2,3,Jd63e,5,2,Jk14,Tokinishiki,Asahiyama,Mongolia,18.05.2003,2022.11,NA,178 cm 125 kg,Jk14,Jd69,10-4/14,Mz,1,4,4,3,Jd69w,6,1
2,5,Agora,Ajigawa,Gifu,06.08.1999,2023.01,NA,184 cm 147 kg,Jk15,Jd107,7-7/14,Mz,1,4,Jd107w,5,2,Jk15,Fujinonami,Fujishima,Tokushima,21.12.1999,2018.03,NA,165 cm 102 kg,Jd36,Jd36,74-87-28/159,Jk5e,0,1,2,5,Jd108e,4,3
4,3,Miyaji,Takadagawa,Tokyo,17.06.2004,2023.01,NA,177 cm 93 kg,Jk16,Jd71,5-9/14,Mz,0,4,Jd71e,1,6,Jk16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rikishi,Heya,Shusshin,Birth Date,Hatsu Dohyo,University,Height/Weight,Highest,Career,Career Record,Previous Rank,Prev W,Prev L,Next Rank,Next W,Next L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Higohikari,Kise,Kumamoto,27.01.1988,2003.03,NA,172 cm 113 kg,Jd57,Jd57,253-551-18/804,Jk8e,0,0,Jk6e,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hokutoshio,Hakkaku,Aomori,22.06.2000,2016.03,NA,173 cm 125 kg,Jd11,Jd11,110-156-14/266,Jk9w,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Izumigawa,Shibatayama,Kyoto,12.05.1997,2016.01,NA,180 cm 121 kg,Ms56,Ms56,130-129-21/259,Bg,0,0,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chikureisen,Michinoku,Fukuoka,25.09.1998,2017.01,NA,169 cm 91 kg,Jd11,Jd11,91-101-39/192,Bg,0,0,Jk5w,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teraosho,Shikoroyama,Miyagi,25.04.1989,2005.03,NA,181 cm 172 kg,Sd25,Sd25,328-336-57/663,Bg,0,0,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chikunokura,Musashigawa,Fukuoka,21.06.2002,2018.03,NA,174 cm 131 kg,Sd96,Sd96,81-80-21/159,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hokuozan (Hagiwara),Naruto,Hokkaido,16.06.1997,2020.03,Takushoku University,182 cm 122 kg,Ms35,Ms35,39-17-42/56,Bg,0,0,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raikisho,Tokiwayama,Osaka,17.10.2006,2022.03,NA,171 cm 94 kg,Jk6,Jk6,3-4-7/7,Bg,0,0,Mz,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yamane,Naruto,Shimane,14.11.2003,2019.05,NA,169 cm 117 kg,Jd8,Jd8,50-48-28/98,Bg,0,0,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reonmaru (Reon),Shikihide,Chiba,02.08.1999,2016.03,NA,171 cm 167 kg,Jd12,Jd12,96-97-45/191,Bg,0,0,Jk6w,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
